BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
9,"","ritzi2007funktion","Ritzi, Christian","Funktion und Leistung einer Forschungsbibliothek: die Bibliothek für Bildungsgeschichtliche Forschung des Deutschen Instituts für Internationale Pädagogische Forschung im Kontext der historischen Bildungsforschung","",,,"","",2007,"","","","","","","","","","","","","","Uni Potsdam","","","","Erziehung, Schul_und_Bildungswesen, dnb, Bibliotheks_und_Informationswissenschaft","",""
10,"","VlacicIlirikMatija1612","Ilirik, Matija Vlačić","De electione episcoporum ","",,,"","",1612,"Herzog August Bibliothek, Wolfenbüttel ","Digitalni faksimil izdanja Frankfurt, 1612.","\url{http://diglib.hab.de/wdb.php?dir=drucke/gl-1386}","","","","","","","","","","","","","","Croatiae auctores Latini in rete","neo-latin, hrvlat-internet, Hrvatska, croala","",""
1,"","suhlstrohmenger2012teaching","Sühl-Strohmenger, Wilfried","Teaching Library. Förderung von Informationskompetenz durchHochschulbibliotheken","",,,"","XIV, 256 S.",2012,"de Gruyter Saur","","http://www.gbv.de/dms/bs/toc/672087340.pdf","Bibliothek: Monographien zu Forschung und Praxis ; 1","","","","","","","Berlin [u.a.]","","","","","","","ASQ_Informationskompetenz, TOREAD, ASQ2, informationskompetenz, informationskompetenzvermittlung, bibliothek, t:monographie, wissenschaftliche_bibliothek, Informationsvermittlung, t:offlinedokument(print), BID, BID_Informationsvermittlung, ASQ","",""
1,"","GVK030795419","Seusing, {Ekkehart}","Wirtschaftswissenschaftliche Bibliographien","",,25,"","",1988,"Kiel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+030795419&sourceid=fbw_bibsonomy","","","","Kieler Schrifttumskunden zu Wirtschaft und Gesellschaft","","Inst. für Weltwirtschaft, Bibliothek","","","","","","","","","imported","",""
1,"","GVK030795400","Seusing, {Ekkehart}","Wirtschaftswissenschaftliche Bibliographien","",,23,"","",1983,"Kiel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+030795400&sourceid=fbw_bibsonomy","","","","Kieler Schrifttumskunden zu Wirtschaft und Gesellschaft","","Inst. für Weltwirtschaft, Bibliothek","","","","","","","","","imported","",""
9,"","grunberg1918weisen","Grünberg, Smil","Die weisen Sprüche des Achikar [A iqar] nach der syrischen Hs. Cod. Sachau Nr. 336 der Kgl. Bibliothek in Berlin hrsg. u. bearb.","",,,"","",1918,"","","","","","","","","","","","","","NA Gießen","","","","dnb","",""
9,"","hackl1939vorschriftenbuch","Hackl, Anton","Das Vorschriftenbuch des Salzburger Roßarztes Christof Gstettner (Mitte d. 16. Jh.): Nach e. Hs. aus d. Bibliothek d. tierärztl. Fakultät d. Univ. München","",,,"","",1939,"","","","","","","","","","","","","","NA München","","","","dnb","",""
9,"","leucht2009klonierung","Leucht, Stephan","Klonierung und molekulare Charakterisierung humaner, monoklonaler Antikörper einer Patientin mit Kawasaki-Syndrom vor und nach Behandlung mit IVIG mittels kombinatorischer Phagen-Display-Bibliothek","",,,"","",2009,"","","","","","","","","","","","","","Uni Berlin","","","","dnb, Gesundheit, Medizin","",""
5,"978-3-11-030927-0","Franz.2013","Franz, Matthias","„... dass sich Menschen wohlfühlen“: Energiesparende Konzepte aus dem Buchhandel übertragen auf Bibliotheken","",,,"","151-160",2013,"Berlin and Boston","Bibliotheksbau; Energieeinsparung; Energy conservation; Library buildings","","The Green Library - Die grüne Bibliothek","","","IFLA Publications","Hauke, Petra; Latimer, Karen & Werner, Klaus Ulrich","{De Gruyter Saur}","","","","","","","Um ökologisch nachhaltig zu bauen, spielen nicht nur die Architektur und Gebäudetechnik eine wichtige Rolle. Auch durch die Innenarchitektur, insbesondere den effektiven Einsatz von Beleuchtung, lassen sich energiesparende Effekte erzielen. Der Artikel nennt Beispiele für energiesparende Lichtkonzepte in Buchhandel und Bibliothek, die neben nachhaltigen Effekten zugleich eine angenehme Atmosphäre für Kunden und Nutzer schaffen.The paper makes the point that it is not only architecture and building technology that play an important role in achieving ecological sustainability. Energy-saving effects can also be achieved through interior design, particularly with effective use of illumination. The paper refers to examples of energy-saving lighting-concepts in bookstores and libraries, which, besides sustainable effects, create a comfortable atmosphere for customers and library users","","greenbib","",""
7,"","Bargmann2005","","Bibliothekarinnen und Bibliothekare in Belletristik und Film","Interkulturelles Online-Lernen. Die Rolle der Frau in Bibliothek und Informationseinrichtungen",,,"","113-218",2005,"","","","","","","","Krauß-Leichert, Ute","","","","","","","","","","bibliothek, film","",""
7,"","SuehlStrohmenger07","Sühl-Strohmenger, Wilfried","Medienkompetenz und Bibliotheken in Deutschland","Bibliothek",31,2,"","230-236",2007,"","","","","","","","","","","","","","","","","","Sühl-Strohmenger","",""
7,"","Bargmann2005","","Bibliothekarinnen und Bibliothekare in Belletristik und Film","Interkulturelles Online-Lernen. Die Rolle der Frau in Bibliothek und Informationseinrichtungen",,,"","113-218",2005,"","","","","","","","Krauß-Leichert, Ute","","","","","","","","","","Magistra, Film, Bibliothek, Medien, Bibliothekarinnen, Belletristik, Bibliothekar_in, belletristik, Bibliothekare","",""
7,"","Burger.2008","B\"urger, Thomas; Fabian, Claudia; Schaab, Rupert; Schneider-Kempf, Barbara; Schnelling, Heiner & Thaller, Manfred","Das VD 18 eine Einladung ins 18. Jahrhundert","Bibliothek",32,2,"","195-202",2008,"","","","","","","","","","","","","","","","","","lis","",""
7,"","HansJ.Becker.1992","{Hans J. Becker}; {Reiner Diedrichs}; {Bernhard Eversberg}; {Annette Rath-Beckmann}; {Hans-Joachim W{\"a}tjen}; {Wolfgang Zick} & {Hartmut Zillmann}","Das PICA-System","Bibliothek",16,,"","307--330",1992,"","","","","","","","","","","","","","","","","","pica","",""
6,"","hoff2008","Hoffrath, Christiane","Die Welt von Gestern. Widmungsexemplare aus der Bibliothek von Elise und Helene Richter. Ein Beitrag der Provenienzforschung an der Universitäts- und Stadtbibliothek Köln","",,,"","103-118",2008,"Göttingen","","","Bibliotheken in der NS-Zeit. Provenienzforschung und Bibliotheksgeschichte","","","","Alker, Stefan; Köstner, Christina & Stumpf, Markus","V&R unipress","","","","","","","","","projekt, richter, koeln, provenienzforschung, ns-raubgut, nsraubgut","",""
9,"","muller1970hrabanus","Müller, Hans-Georg","Hrabanus Maurus, De laudibus sancta crucis: Studien z. Überlieferung u. Geistesgeschichte mit d. Faks.-Textabdruck aus Codex Reg. Lat. 124 d. Vatikan. Bibliothek","",,,"","",1970,"","","","","","","","","","","","","","Uni Münster","","","","Religion, Rumänisch, Andere_Sprachen, Spanische_und_portugiesische_Literatur, Theologie, rätoromänische_Literatur, Andere_germanische_Sprachen, Englisch, Spanisch, Griechisch, rumänische, Griechische_Literatur, Deutsch, Literatur, Literaturwissenschaft, Französisch, Englische_Literatur, Literatur_in_anderen_Sprachen, Italienische, Englische_Literatur_Amerikas, Sprach_und_Literaturwissenschaft, Lateinische_Literatur, Linguistik, Sprache, romanische_Sprachen_allgemein, Rätoromanisch, Französische_Literatur, Rhetorik, dnb, Portugiesisch, Latein, Italienisch, Deutsche_Literatur, Literatur_in_anderen_germanischen_Sprachen","",""
9,"","wutta1965amalienbibliothek","Wutta, Eva Renate","Die Amalien-Bibliothek: Musikbibliothek d. Prinzessin Anna Amalia von Preussen (1723 - 1787). Histor. Einordnung u. Katalog mit Hinweisen auf d. Schreiber d. Handschriften","",,,"","",1965,"","","","","","","","","","","","","","FU Berlin","","","","dnb","",""
9,"","damm1939einzige","Damm, Walter","Die einzige bisher bekannte deutsche Fassung des Buches Circa instans (de simplicibus) nach e. Handschrift d. 15. Jh.: (Leipzig, Univ.-Bibliothek Nr 1224)","",,,"","",1939,"","","","","","","","","","","","","","Berlin","","","","dnb","",""
10,"","Hapke.2007h","","Chemie, Information, Bibliothek und Geschichte : Schnappschuss der Webseiten unter http://www.tu-harburg.de/b/hapke/ am 1. November 2007: Chemistry, information, library and history","",,,"","",2007,"","","","","","","","Hapke, Thomas","","","","","","","","","","imported","",""
9,"","butikofer2007fruhe","Bütikofer, Kaspar","Der frühe Zürcher Pietismus (1689 - 1721): der soziale Hintergrund und die Denk- und Lebenswelten im Spiegel der Bibliothek Johann Heinrich Lochers (1648 - 1718)","",,,"","",2007,"","","","","","","","","","","","","","Uni","","","","Theologie, Christentum, dnb","",""
1,"","krommelbein_schlagwort-syntax_1984","Krömmelbein, Ursula","Schlagwort-Syntax : linguistische und fachwissenschaftliche Gesichtspunkte ; eine vergleichende Untersuchung der Regeln für die Schlagwortvergabe der Deutschen Bibliothek, RSWK, Voll-PRECIS und Kurz-PRECIS","",,,"","",1984,"Köln","","","","","","","","","","","","","","","","","zz-i","",""
9,"","muller1970hrabanus","Müller, Hans-Georg","Hrabanus Maurus, De laudibus sancta crucis: Studien z. Überlieferung u. Geistesgeschichte mit d. Faks.-Textabdruck aus Codex Reg. Lat. 124 d. Vatikan. Bibliothek","",,,"","",1970,"","","","","","","","","","","","","","Uni Münster","","","","dnb, Sprach_und_Literaturwissenschaft","",""
5,"","walter_benjamin_fjodor_1980","Benjamin, Walter; Tiedemann, Rolf & Schweppenhäuser, Hermann","Fjodor Gladkow, Zement, Rezension","",{III},,"","",1980,"Frankfurt am Main","","","Gesammelte Schriften {III} - Kleine Prosa, Baudelaire-Übertragungen","","{TB}","","","Suhrkamp","","","","","","","","","Zement(Buch), Literatur-Russland-20._Jhd.-Sowjetunion, Fjodor_Gladkow, Sozialistische_Literatur","",""
1,"","roberto_massari_adriano_1998","","Adriano Sofri, il '68 e il Potere operaio pisano","",,,"","",1998,"Bolsena","","","","","","","Massari, Roberto","Massari","","","","","","","","","{Adriano\_Sofri,}, Geschichte_der_Linken-Italien, Geschichte_der_Linken, {Lotta\_continua(Gruppe),}, {Geschichte\_der\_Linken-Italien-Neue\_Linke-Lotta\_continua,}, PT-Die_Nachkriegslinke_in_Italien, {Geschichte\_der\_Linken-Italien-Neue\_Linke-Potere\_operaio,}","",""
1,"","lotta_continua_nehmen_1972","Continua, Lotta","Nehmen wir uns die Stadt! - Klassenanalyse, Organisationspapier, Kampfprogramm. Beiträge der Lotta continua zur Totalisierung der Kämpfe","",,29,"","",1972,"München","","","","","","Schriften zum Klassenkampf","","Trikont","","","","","","","","","Geschichte_der_Linken-Italien-Neue_Linke, Geschichte_der_Linken-Italien, Geschichte_der_Linken, PT-Die_Nachkriegslinke_in_Italien, {Geschichte\_der\_Linken-Neue\_Linke,}","",""
1,"","stephen_gundle_politics_2001","Gundle, Stephen","Politics, Culture and Society in France and Italy, 1943-1973 (Coursebook Cultural Revolution (AA304) 4)","",,,"","",2001,"Milton Keynes","","","","","","","","The Open University","","","","","","","","","{Leonardo\_Sciascia,}, {Geschichte-Italien-20.\_Jhd.-1943-1993-1960er-70er\_Jahre,}, Geschichte_der_Linken-Italien, {Geschichte\_der\_Linken-Italien-1947-1956,}, {Geschichte-Italien-Politische\_Organisationen-Gewerkschaften,}, PT-Die_Nachkriegslinke_in_Italien, {Geschichte\_der\_Linken-Frankreich,}, Geschichte_der_Linken-Italien-1956-1980, Geschichte-Italien-Kultur-_und_Alltagsgeschichte, {Geschichte-Italien-20.\_Jhd.-Operaismus,}","",""
1,"","gtz_aly_endlsung_2002","Aly, Götz",""Endlösung" - Völkerverschiebung und der Mord an den europäischen Juden","",,,"","",2002,"Frankfurt am Main","","","","","2","","","Fischer {TB}","","","","","","","","","Hit_der_Geschichtswissenschaft, Geschichte-Deutschland-20._Jhd.-1933-1945-NS, Antisemitismus-Deutschland, Geschichte-Deutschland-20._Jhd.-1933-1945-NS-Judenvernichtung_des_NS","",""
1,"","francis_haskell_die_1998","Haskell, Francis","Die Geschichte und ihre Bilder. Die Kunst und die Deutung der Vergangenheit","",,,"","",1998,"München","","","","","","","","C. H. Beck","","","","","","","","","Kunstgeschichte, Geschichtswissenschaft-Strömungen-Warburg-Tradition, Geschichtswissenschaft-Strömungen-Iconographic_Turn, Kunstgeschichte-Ikonographische_Traditionen, PT-Theorien_der_Geschichtsschreibung, Geschichtswissenschaft-Theorie, Bildwissenschaften, Kunstgeschichte-Strömungen-Warburg-Tradition","",""
1,"","aldo_cazzullo_i_1998","Cazzullo, Aldo","I ragazzi che volevano fare la rivoluzione – 1968-1978 storia critica di Lotta continua","",,,"","",1998,"Mailand","","","","","","","","Mondadori","","","","","","","","","Lotta_continua, Geschichte_der_Linken-Italien, Geschichte_der_Linken, Hit_der_Geschichtswissenschaft, PT-Die_Nachkriegslinke_in_Italien, Geschichte_der_Linken-Italien-Neue_Linke-Lotta_continua","",""
1,"","margaret_s._creighton_iron_1996","Creighton, Margaret S. & Nording, List","Iron Men, Wooden Women – Gender and Seafaring in the Atlantic World 1700-1920","",,,"","",1996,"{Baltimore/London}","","","","","","","","The Johns Hopkins {UP}","","","","","","","","","Geschichte-Gender, Seefahrtsgeschichte,, Hit_der_Geschichtswissenschaft, {Transatlantische\_Geschichte}","",""
1,"","philip_cooke_luglio_2000","Cooke, Philip","Luglio 1960. Tambroni e la repressione fallita","",,,"","",2000,"Mailand","","http://it.wikipedia.org/wiki/Strage_di_Reggio_Emilia","","","","","","Teti Ed.","","","","","","","","","Geschichte_der_Linken-Italien-Neue_Linke, Geschichte_der_Linken-Italien, Geschichte_der_Linken, PT-Die_Nachkriegslinke_in_Italien, Geschichte_der_Linken-Italien-1956-1980","",""
1,"","toni_negri_massenautonomie_1977","Negri, Toni","Massenautonomie gegen historischen Kompromiß","",,,"","",1977,"München","","","","","","","","Trikont","","","","","","","","","{Antonio\_Negri,}, Operaismus,, PT-Die_Nachkriegslinke_in_Italien, {Neue\_Linke,}","",""
1,"","luisa_passerini_autobiography_1996","Passerini, Luisa","Autobiography of a Generation - Italy, 1968","",,,"","",1996,"Middletown, {CT}","","","","","","","","Wesleyan University Press","","","","","","","","","Geschichte_der_Linken-Italien-Neue_Linke, Geschichte_der_Linken-Italien, Geschichte_der_Linken, Geschichte_der_Linken-Italien-Neue_Linke-Frauenbewegung_2.Welle, PT-Die_Nachkriegslinke_in_Italien, {Neue\_Linke,}, 1968","",""
7,"","heller2015aufgaben","Heller, Lambert","Neue Aufgaben für wissenschaftliche Bibliotheken: Das Beispiel Open Science Lab","o-bib. Das offene Bibliotheksjournal / herausgegeben vom VDB",2,3,"","29--36",2015,"","","","","","","","","","","","","","","","Vor dem Hintergrund des Aufkommens vieler neuer digitaler Werkzeuge und Methoden zur Unterstützung des wissenschaftlichen Arbeitens wird seit etwa fünf Jahren unter wissenschaftlichen Bibliothekaren in Deutschland immer häufiger über Innovationsmanagement diskutiert. Wielassen sich relevante Trends und Herausforderungen rechtzeitig erkennen und mit den begrenzten Ressourcen einer Einrichtung des öffentlichen Dienstes adäquat aufgreifen, bis hin zu einer Veränderung der Bibliotheksstrategie? Der Beitrag behandelt das Modell des an der Technischen Informationsbibliothek Hannover (TIB) 2013 ins Leben gerufenen Open Science Lab. Unter Leitung des Autors werden Trends beobachtet und aufgegriffen, um in enger Zusammenarbeit mit Wissenschaftlern und Wissenschaftlerinnen neue digitale Werkzeuge und Methoden zu erproben, eine neue Informationspraxis zu kultivieren und daraus Innovationen für das Dienste-Spektrum der Bibliothek abzuleiten. Dies wird beispielhaft anhand der beiden Schwerpunktthemen kollaboratives Schreiben sowie linked-data-basierte Forschungsinformationssysteme (FIS) geschildert und diskutiert.Given the rise of many new digital tools and methods for supporting scientific work, the last five years have seen a lot of discussion amongst German academic librarians about innovation management. How can we discover relevant trends and challenges in time and respond to them adequately up to the point of changing whole library strategies, despite the limited resources of a public sector institution? The paper presents the model of the Open Science Lab which was set up at the GermanNational Library of Science and Technology (TIB Hannover) in 2013. Under the direction of the author and in close collaboration with scientific communities, the lab group keeps track of trends and selects some of them in order to try out new tools and methods. The ultimate aim is to cultivate new information practices and develop new, innovative library services. The examples discussed in the paper are a project on collaborative writing and the development of current research informationsystems (CRIS) based on linked data.","","myown, Innovation, Open_Science, Bibliothek","",""
9,"","wrangell1965beitrge","Wrangell, Ulrik","Beiträge zu einer Biographie Esmarchs: Die Jahre 1845-1860, dargest. unter bes. Berücks. d. Nachlasses in d. Universitäts-Bibliothek Kiel. Mit e. Bibliographie Esmarchs","",,,"","",1965,"","","","","","","","","","","","","","NA Kiel","","","","dnb, Gesundheit, Medizin","",""
1,"","yourdon79","Yourdon, E. & Constantine, L.L.","Structured Design - Fundamentals of a Discipline of Computer Program and Systems Design","",,,"","",1979,"","","","","","","","","Prentice-Hall","","","","","","","","","requirements-engineering, software-engineering","",""
1,"","giorgio_galli_piombo_2004","Galli, Giorgio","Piombo rosso - La storia completa della lotta armata in Italia dal 1970 a oggi","",,,"","",2004,"Mailand","","","","","","","","Baldini Castoldi Dalai","","","","","","","","","Terrorismus, Geschichte_der_Linken-Italien, Militanz, Geschichte_der_Linken, PT-Die_Nachkriegslinke_in_Italien","",""
1,"","george_l._mosse_crisis_1981","Mosse, George L.","The Crisis of German Ideology - Intellectual Origins of the Third Reich","",,,"","",1981,"New York","erstmals 1964","","","","","","","Schocken","","","","","","","","","Geschichtswissenschaft-Strömungen-Ideengeschichte, Hit_der_Geschichtswissenschaft, Geschichte-Deutschland-20._Jhd.-Jahrhundertwende_19.-20._Jhd., Geschichte-Deutschland-20._Jhd.-1933-1945-NS, Geschichte-Thema-völkisches_Denken-Deutschland","",""
1,"","michael_grttner_arbeitsweltder_1984","Grüttner, Michael","Arbeitswelt an der Wasserkante – Sozialgeschichte der Hamburger Hafenarbeiter 1886-1914","",,,"","",1984,"Göttingen","","","","","","","","Vandenhoeck \& Ruprecht","","","","","","","","","Seefahrtsgeschichte, Hit_der_Geschichtswissenschaft, {Hamburg-Geschichte,}, Geschichte_der_Arbeiter_innenbewegung, {Geschichte\_der\_Arbeiter\_innenbewegung-unorganisierte\_Arbeiter\_innen,}, Hafenarbeiter\_innen,, {Geschichte\_der\_Arbeiter\_innenbewegung-Hafenarbeiter\_innen,}","",""
1,"","raniero_panzieri_la_1973","Panzieri, Raniero","La crisi del movimento operaio - Scritti interventi lettere, 1956-1960","",,13/14,"","",1973,"Mailand","","","","","","Interventi","Lanzardo, Dario & Pirelli, Giovanni","Lampugnani Nigri Editore","","","","","","","","","{Quaderni\_rossi(Zeitschrift)}, {Geschichte-Italien-20.\_Jhd.-1943-1993-1960er-70er\_Jahre,}, Geschichte_der_Linken-Italien, Geschichte_der_Arbeiter_innenbewegung, PT-Die_Nachkriegslinke_in_Italien, Geschichte-Italien-20._Jhd.-1943-1993, {Geschichte-Italien-20.\_Jhd.-Operaismus,}, Geschichte-Italien","",""
1,"","raymond_queneau_die_2001","Queneau, Raymond & Helmlé, Eugen","Die blauen Blumen","",,,"","",2001,"Berlin","im franz. Org. u. d. T.: Les Fleurs Bleues, Paris: Gallimard 1965","","","","","","","Wagenbach","","","","","","","","","{Literatur-Frankreich,}, {Literatur-Frankreich-20.\_Jhd.}","",""
1,"","pier_paolo_pasolini_pasolini_1995","Pasolini, Pier Paolo","Pasolini über Pasolini - Im Gespräch mit Jon Halliday","",,,"","",1995,"Wien / Bozen","","","","","","","","Folio","","","","","","","","","PT-Die_Nachkriegslinke_in_Italien, {Pier\_Paolo\_Pasolini,}","",""
1,"","martin_klimke_1968_2007","","1968 - Handbuch zur Kultur- und Mediengeschichte der Studentenbewegung","",,,"","",2007,"Stuttgart","","","","","","","Klimke, Martin & Scharloth, Joachim","Metzler / C. E. Poeschel","","","","","","","","","Geschichte_der_Linken-Neue_Linke-Kultur-_und_Alltagsgeschichte, Geschichte_der_Linken-Neue_Linke-Studentenbewegung, Geschichte_der_Linken-Neue_Linke-Mediengeschichte, Geschichte_der_Linken-Neue_Linke, 1968","",""
1,"","ulrich_welke_der_1997","Welke, Ulrich","Der Kapitän - Die Erfindung einer Herrschaftsform","",,,"","",1997,"Münster","","","","","","","","Westfälisches Dampfboot","","","","","","","","","Hit_der_Geschichtswissenschaft","",""
1,"","lucius_erregt_1982","","Erregt Anstoß und flucht - Die radikale Partei Italiens","",,,"","",1982,"Heidelberg","","","","","","","Lucius, Walli & Metzner, Manfred","Wunderhorn","","","","","","","","","{Geschichte\_der\_Linken-Italien-Neue\_Linke-Parteien-Radikale\_Partei,}, Geschichte_der_Linken-Italien, Geschichte_der_Linken, PT-Die_Nachkriegslinke_in_Italien, Geschichte-Italien","",""
1,"","paul_lindau_der_1990","Lindau, Paul","Der Prozeß Graef","",,,"","",1990,"{Berlin/Ost}","Gerichtsreportagen aus Berlin 19. Jahrhundert","","","","2","","Krause, Hans Joachim","Das Neue Berlin","","","","","","","","","Kriminalliteratur,, {Reportage-Gericht}, Gerichtsreportagen,, Armut,, Geschichte-Deutschland-20._Jhd.-Jahrhundertwende_19.-20._Jhd., Geschichte_der_Arbeiter_innenbewegung, Berlingeschichte,","",""
1,"","luciano_lanza_bomben_1998","Lanza, Luciano","Bomben und Geheimnisse. Geschichte des Massakers von der Piazza Fontana","",,,"","",1998,"Hamburg","","","","","","","","Edition Nautilus","","","","","","","","","PT-Die_Nachkriegslinke_in_Italien","",""
1,"","sascha_verlan_20_2000","Verlan, Sascha & Loh, Hannes","20 Jahre Hiphop in Deutschland","",,,"","",2000,"Höfen","","","","","","","","Hannibal","","","","","","","","","Geschichte-Gender, Hit_der_Geschichtswissenschaft, {Jugendkulturen-Hiphop,}, Migration-Geschichte_der_Migration, {Kanak\_Attak,}, Hiphop,, Migrationspolitik-Deutschland-20._Jhd.-BRD, Migrationspolitik-Deutschland, Jugendkulturen,, Migration,","",""
1,"","ruth_ben-ghiat_fascist_2004","{Ben-Ghiat}, Ruth","Fascist Modernities: Italy 1922-45","",,,"","",2004,"Berkeley","","","","","","","","University of California Press","","","","","","","","","{Filmgeschichte-Italien,}, Hit_der_Geschichtswissenschaft, Geschichte-Italien-20._Jhd.-1922-1943, Faschismus,, Faschismus-Italien, Geschichte-Italien","",""
1,"","alberto_franceschini_das_1990","Franceschini, Alberto","Das Herz des Staates treffen","",,,"","",1990,"Wien / Zürich","","","","","","","Buffa, Pier Vittorio & Giustolisi, Franco","Europaverlag","","","","","","","","","Geschichte_der_Linken-Italien-Neue_Linke-Brigate_Rosse, Brigate_Rosse, PT-Die_Nachkriegslinke_in_Italien","",""
1,"","mile_gaboriau_akte_1989","Gaboriau, Émile","Akte 113","",,,"","",1989,"{Berlin/Ost}","erstmals 1867

erworben 06/08","","","","","","","Das Neue Berlin","","","","","","","","","Detektivroman, Detektive, Quelle, Hitquelle_für_Geschichtsschreibung, Literatur-Frankreich-19._Jhd., Literatur-Frankreich, Literatur-Genre-Krimi_und_Thriller-Frankreich, Kriminalliteratur","",""
1,"","carlo_ginzburg_der_1991","Ginzburg, Carlo","Der Richter und der Historiker - Überlegungen zum Fall Sofri","",,,"","",1991,"Berlin","","","","","","","","Wagenbach","","","","","","","","","PT-Die_Nachkriegslinke_in_Italien, Adriano_Sofri","",""
1,"","elio_petri_scritti_2007","Petri, Elio","Scritti di cinema e di vita","",,,"","",2007,"Rom","","","","","","","Gili, Jean A.","Bulzoni","","","","","","","Oltre ad essere stato uno dei maggior registi italiani - premio Oscar a Hollywood, Palma d'oro a Cannes - Elio Petri ha partecipato al dibattito culturale che ha attraversato {l'Italia} dal dopoguerra agli anni Ottanta. In questa raccolta sono riuniti dei testi apparsi in riviste oggi difficilmente reperibili, quali {"Città} aperta" o {"Nuova} Cucina", nonché riviste di cinema più conosciute come {"Cinema} 60", {"Cineforum",} {"Bianco} e Nero". Altri testi su Sciascia o su Todo modo pubblicati in Francia sono inediti in italiano. Scritto per l'ufficio stampa della Rai, il saggio sull'adattamento di Le mani sporche di Sartre è stato finora dimenticato. Sono riproposti anche alcuni testi di critica d'arte e una lunga confessione a pochi mesi dalla morte. Petri amava l'analisi sottile, sviluppata attraverso il confronto con altri intellettuali. Per il suo scrivere chiaro e preciso, che utilizzava concetti e osservazioni concrete, riferimenti cinematografici e spunti ricavati dalla letteratura, dalla filosofia o dalla psicoanalisi, leggerlo è un piacere. Dotato di un umorismo graffiante. Sapeva andare all'essenziale. Petri era un autodidatta che aveva interrotto gli studi prima di conseguire la maturità. Si era costruito intellettualmente grazie ad intense letture, così come non aveva mai frequentato una scuola di cinema e si era formato vedendo molti film. Protagonista del cinema italiano, lo è stato anche della vita intellettuale italiana, fedele ad un'idea della cultura legata alla lotta politica.","","PT-Die_Nachkriegslinke_in_Italien, Elio_Petri","",""
1,"","fernand_braudel_das_1990","Braudel, Fernand","Das Mittelmeer und die mediterrane Welt in der Epoche Philipps II.","",,,"","",1990,"Frankfurt am Main","","","","","","","","Suhrkamp","","","","","","","","","Hit_der_Geschichtswissenschaft","",""
1,"","ulrich_herbert_geschichte_2001","Herbert, Ulrich","Geschichte der Ausländerpolitik in Deutschland","",,,"","",2001,"München","","","","","","","","C. H. Beck","","","","","","","","","Hit_der_Geschichtswissenschaft, Ausländerpolitik,, Migration-Geschichte_der_Migration, Migrationspolitik-Deutschland-20._Jhd.-BRD, Migrationspolitik-Deutschland, Migration,","",""
1,"","georges_canguilhem_la_1965","Canguilhem, Georges","La connaissance de la vie","",,,"","",1965,"Paris","","","","","","","","Libraire Philosophique J. Vrin","","","","","","","","","Wissenschaftsgeschichte, Hit_der_Geschichtswissenschaft, Wissenschaftsgeschichte-Geschichte_der_Biologie, Wissenschaftsgeschichte-Medizingeschichte","",""
1,"","georg_rusche_sozialstruktur_1974","Rusche, Georg & Kirchheimer, Otto","Sozialstruktur und Strafvollzug","",,,"","",1974,"Frankfurt am Main / Köln","{"Punishment} and Social Structure", New York: Columbia University Press 1939","","","","","","","Europäische Verlagsanstalt","","","","","","","","","Hit_der_Geschichtswissenschaft","",""
1,"","heinz_reif_ruber_1984","","Räuber, Volk und Obrigkeit – Studien zur Geschichte der Kriminalität in Deutschland seit dem 18. Jahrhundert","",,,"","",1984,"Frankfurt am Main","","","","","","","Reif, Heinz","Suhrkamp","","","","","","","","","Hit_der_Geschichtswissenschaft, Geschichte-Deutschland-18._Jhd., Geschichte_der_Arbeiter_innenbewegung, Geschichte-Deutschland-19._Jhd., Kriminalistik, Geschichte-Thema-Kriminalität, Kriminalität, Jugendkulturen","",""
1,"","grazia_deledda_der_1988","Deledda, Grazia","Der Efeu","",,,"","",1988,"{Berlin/Ost}","","","","","","","Kruse, Irene","Das Neue Berlin","","","","","","","","","Sardininen, Kriminalliteratur","",""
7,"","Capurro1996","Capurro, Rafael","Medienwirklichkeit versus Bibliothekskultur","Bibliothek",20,2,"","245-252",1996,"","\url{http://webdoc.gwdg.de/edoc/aw/bfp/1996_2/245-252.pdf}
       -- gepr{\"u}ft: 13.~April~2002","","","","","","","","","","","","","","","","imported","",""
7,"","MoellerWalsdorf05","Walsdorf, Tobias Möller","Learning Resources Center - An einem Ort recherchieren, produzieren, bearbeiten, drucken und publizieren","Bibliothek",29,3,"","340-343",2005,"","","http://www.bibliothek-saur.de/2005_3/340-343.pdf","","","","","","","","","","","","","","","MöllerWalsdorf, LRC","",""
7,"","Siegert.2008","Siegert, Reinhart","VD18 - zum Diskussionsstand aus fachwissenschaftlicher Sicht","Bibliothek",32,2,"","203-208",2008,"","","","","","","","","","","","","","","","","","lis","",""
1,"","adriano_sofri_zur_1971","Sofri, Adriano & Mea, Luciano Della","Zur Strategie und Organisation von "Lotta continua"","",,,"","",1971,"Berlin","","","","","","","","Merve","","","","","","","","","Lotta_continua, PT-Die_Nachkriegslinke_in_Italien, Geschichte_der_Linken-Italien-Neue_Linke-Lotta_continua","",""
