BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"978-3-487-13225-9","bibliothek_&_information_deutschland_e.v._aufbruch_2006","","Aufbruch als Ziel : BID und "Bibliothek 2007" ; zum Abschluss der sechsjährigen Amtszeit Georg Ruppelts als Sprecher von Bibliothek \& Information Deutschland","",,,"","",2006,"Hildesheim","","","","","","","{Bibliothek \& Information Deutschland e.V.}","Olms","","","","","","","","","zz-i","",""
9,"","peeters2002bibliothek","Peeters, Regina","Eine Bibliothek für Babel: Maßstäbe einer Spezialbibliothek für literarische Übersetzer ; eine empirische Untersuchung zu den Informationsbedürfnissen von Literaturübersetzern unter besonderer Berücksichtigung sachlich-inhaltlicher Informationsdefizite","",,,"","",2002,"","","","","","","","","","","","","","HU Berlin","","","","Rhetorik, Information_und_Dokumentation, Bibliothek, dnb, Buch, Allgemeine_und_Verleichende_Sprach_und_Literaturwissenschaft, Linguistik, Sprache, Literatur, Literaturwissenschaft, Schrift","",""
10,"978-3-11-030927-0","Hauke.2013","","The Green Library - Die grüne Bibliothek: The challenge of environmental sustainability - Ökologische Nachhaltigkeit in der Praxis","",161,,"","",2013,"Berlin and Boston","Energy conservation; Environmental aspects; Libraries; Library buildings; Ecological footprint; Bibliotheken; Nachhaltigkeit; Bibliotheksbau;","","","","","IFLA Publications","Hauke, Petra; Latimer, Karen & Werner, Klaus Ulrich","{De Gruyter Saur}","","","","","","","Contributions and case studies from Germany and other European countries, as well as from Asia, Australia and the US, demonstrate different aspects of reducing the "ecological footprint" in libraries. As well as looking at everyday procedures, the social role and responsibility of libraries as leaders in environmental sustainability are considered as are achieving a positive image for the library and the role of sustainability in marketing. The book also includes examples of sustainability in libraries through short papers presenting interesting cases. Contributions by experts in their field are written in German or in English and all have German and English abstracts. The publication will be of interest to librarians from public, business, special and university libraries, teachers and students of library and information science as well as anyone interested in ecological solutions such as architects, library users, library governing bodies, certification agencies and professional library associations. Fachleute zeigen in übergreifenden Beiträgen und anhand von konkreten Fallbeispielen sowohl aus Deutschland wie aus anderen Teilen Europas, Asiens, Australiens und den USA, wie der ökologische Fußabdruck im Alltag der Bibliothek verringert werden kann und was Nachhaltigkeit für die soziale Verantwortung von Bibliotheken in ihrer Rolle als gesellschaftliche Multiplikatoren bedeutet. Die Beiträge sind entweder in Deutsch oder Englisch, die Abstracts sind konsequent zweisprachig verfasst. Der Sammelband richtet sich an Bibliothekare in Öffentlichen und in Wissenschaftlichen Bibliotheken sowie in Firmen- und Spezialbibliotheken, an Hochschullehrer und Studierende aus dem Bereich Bibliotheks- und Informationswissenschaft, darüber hinaus an alle, die sich für ökologische Nachhaltigkeit interessieren - Architekten, Bibliotheksträger, Zertifizierungsstellen sowie Bibliotheksorganisationen und verbände.","","greenbib","",""
1,"3-447-03754-7","SWB-049780425","Haucap-Naß, Anette","Der Braunschweiger Stadtschreiber Gerwin von Hameln und seine Bibliothek","",,,"","",1995,"Wiesbaden","W-; L-","","","","","Wolfenbütteler Mittelalter-Studien, Bd. 8","","Wiesbaden: Harrassowitz","","","","","","","","","Buchdruck, Stadtschreiber, Notariat","",""
7,"","Juchem06","Juchem, Kerstin; Schlögl, Christian & Stock, Wolfgang G.","Dimensionen der Zeitschriftenszientometrie am Beispiel von „Buch und Bibliothek“","IWP - Information Wissenschaft & Praxis",57,1,"","31-37",2006,"","","","","","","","","","","","","","","","","","szientometrie, Zeitschrift, gelesen","",""
7,"","journals/emisa/StalmannBMTWHWIS10","Stalmann, Kai; Budde, Reinhard; Mertens, Robert; Tornau, Christoph; Wegener, Dennis; Heydegger, Volker; Wunderlich, Thorsten; Ingenbleek, Bernd & Schulz, Florian","Kultur im Wissensnetz - Die Architektur der Deutschen Digitalen Bibliothek.","EMISA Forum",31,2,"","15-31",2011,"","","http://dblp.uni-trier.de/db/journals/emisa/emisa31.html#StalmannBMTWHWIS10","","","","","","","","","","","","","","","dblp","",""
1,"","May2009","May, Christian","Entwicklung einer Bibliothek zur service-orientierten Modellierung von Ontologien","",,,"","",2009,"Dortmund","","","","","","","","Techn. Univ., Fak. f{\"u}r Informatik","","","","","","","","","SOA, Ontologie, ArcheoInf, ontology","",""
6,"","conf/mbmv/SchmalischPT02","Schmalisch, Mathias; Ploog, Hagen & Timmermann, Dirk","Laufzeitoptimierte VHDL Bibliothek zur Verifikation und Simulation Kryptographischer Prozessoren.","",,,"","154-162",2002,"","","http://dblp.uni-trier.de/db/conf/mbmv/mbmv2002.html#SchmalischPT02","MBMV","","","","Ruf, Jürgen","Shaker","","","","","","","","","dblp","",""
1,"","GVK131041266","?","Veröffentlichungen und Dokumente der EG eingegangen in der Bibliothek","",,,"","",1987,"Luxembourg","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+131041266&sourceid=fbw_bibsonomy","","","","","","Amt für Amtl. Veröffentlichungen der EG","","","","","","","","","imported","",""
9,"","papanikolaou1997entwurf","Papanikolaou, Thomas","Entwurf und Entwicklung einer objektorientierten Bibliothek für algorithmische Zahlentheorie","",,,"","",1997,"","","","","","","","","","","","","","Uni Saarbrücken","","","","dnb, Mathematik","",""
9,"","franke2000konstruktion","Franke, Dorothea","Konstruktion einer cDNS-Bibliothek der humanen Magenkarzinomzellreihe 23132/87","",,,"","",2000,"","","","","","","","","","","","","","Uni Würzburg","","","","dnb, Gesundheit, Biologie, Medizin","",""
7,"","tr/trier/MI04-05","Klotz, Volker & Meinel, Christoph","10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung","Universität Trier, Mathematik/Informatik, Forschungsbericht",04-05,,"","",2004,"","","","","","","","","","","","","","","","","","dblp","",""
9,"","kohler1993datenbasis","Köhler, Maik","Datenbasis und Bibliothek für ein Programmiersystem für speicherprogrammierbare Steuerungen","",,,"","",1993,"","","","","","","","","","","","","","TU Dresden","","","","dnb, Datenverarbeitung, Informatik, Elektrotechnik","",""
6,"978-3-486-71235-3","conf/mc/BohnenstengelKH11","Bohnenstengel, Philipp; Kindsmüller, Martin Christof & Herczeg, Michael","MCI-DL: Eine digitale Bibliothek für Mensch-Computer-Interaktion.","",,,"","289-292",2011,"","","http://dblp.uni-trier.de/db/conf/mc/mc2011.html#BohnenstengelKH11","Mensch & Computer","","","","Eibl, Maximilian","Oldenbourg Verlag","","","","","","","","","dblp","",""
10,"","DDB_2009","","Gemeinsame Eckpunkte von Bund, Ländern und Kommunen zur Errichtung einer "Deutschen Digitalen Bibliothek (DDB)" als Beitrag zur "Europäischen Digitalen Bibliothek (EDB)"","",,,"","",2009,"","Endgültige Fassung vom 2. Dezember 2009
(gemäß Beschluss der Ministerpräsidentenkonferenz vom 26.03.2009 und auf der Jahreskonferenz vom 28. – 30.10.2009 sowie dem Beschluss des Bundeskabinetts vom 02.12.2009)","http://www.deutsche-digitale-bibliothek.de/pdf/gemeinsame_eckpunkte_finale_fassung_02122009.pdf","","","","","und Ministerpräsidentenkonferenz, Bundeskabinett","","","","","","","","","","DDB, europeana, endversion, eckpunkte, EDL","",""
1,"","GVK129340448","?","Veröffentlichungen und Dokumente der EG eingegangen in der Bibliothek","",,,"","",1981,"Luxembourg","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+129340448&sourceid=fbw_bibsonomy","","","","","","Amt für Amtl. Veröff. der Europ. Gemeinschaften","","","","","","","","","imported","",""
5,"","Boehlig:1975","Böhlig, Alexander","Die griechische Schule und die Bibliothek von Nag Hammadi","",,2,"","9-53",1975,"Wiesbaden","","","Zum Hellenismus in den Schriften von Nag Hammadi","","","GOF.H","Böhlig, Alexander & Wisse, Frederik","","","","","","","","","","Schule, Nag_Hammadi, Bibliotheken","",""
9,"","phd/dnb/Kohler92","Köhler, Maik","Datenbasis und Bibliothek für ein Programmiersystem für speicherprogrammierbare Steuerungen.","",,,"","",1992,"","","","","","","","","","","","","","Dresden University of Technology, Germany","","","","dblp","",""
7,"","mittelbach_modernes_2015","Mittelbach, Jens","Modernes Datenmanagement : Linked Open Data und die offene Bibliothek","o-bib. Das offene Bibliotheksjournal / herausgegeben vom VDB",2,2,"","61--73",2015,"","","https://www.o-bib.de/article/view/2015H2S61-73","","","","","","","","","","","","","Bibliotheken stehen im Spannungsfeld zwischen sich verändernden Erwartungen der potentiellen Benutzer/innen, technologischem Wandel, Sparzwängen und steigenden Kosten für Inhalte und Infrastrukturen. Um fortzubestehen müssen sie sich neu erfinden. Eine Möglichkeit ist es, das Paradigma Offenheit auszufüllen, wonach u.a. die eigenen Kernprodukte entsprechend geltenden Webstandards für jeden frei zugänglich zur Verfügung gestellt werden. Um dies zu erreichen, müssen neue Infrastrukturen aufgebaut und neue Bündnisse eingegangen werden. Der Beitrag geht auf einen Vortrag auf dem Symposium Bibliotheks- und Informationsmanagement der Hochschule der Medien Stuttgart im Dezember 2014 zurück. Libraries are entangled in a mesh of changing demands of potential users, technological advancement, budget cut downs and rising costs for content and infrastructure. In order to survive, they have to reinvent themselves. One option is to adopt the paradigm of openness. This means, among other things, offering the library’s core products free of charge to anyone who can make use of them. This can only be done by implementing new infrastructures and forging new alliances. The article is based on a talk given at a symposium of library and information management in December 2014at the Hochschule der Medien at Stuttgart.","","semantic_web","",""
1,"","misc","Selbach, Michaela","Bibliothek 2.0 : Neue Perspektiven und Einsatzmöglichkeiten für wissenschaftliche Bibliotheken","",,,"","",2007,"","Master Thesis, Fakultät für Informations- und Kommunikationswissenschaft, Fachhochschule  Köln","http://opus.bibl.fh-koeln.de/frontdoor.php?source_opus=183","","","","","","","","","","","","","","","Web2.0","",""
1,"","Schrettinger1829","Schrettinger, Martin","Versuch eines vollständigen Lehrbuches der Bibliothek-Wissenschaft, 2. Band","",,,"","",1829,"München","","","","","","","","Lindenau","","","","","","","","","history, libraryscience","",""
1,"","Schrettinger1808","Schrettinger, Martin","Versuch eines vollständigen Lehrbuches der Bibliothek-Wissenschaft. Band 1","",,,"","",1808,"München","","","","","","","","","","","","","","","","","history, libraryscience","",""
7,"","Buzinkay2008","Buzinkay, Mark","Bibliothek 2.0 - Teaching Library, Web 2.0 und Öffentliche Bibliotheken","Büchereiperspektiven",1,,"","10-11",2008,"","","http://publikationen.bvoe.at/perspektiven/bp1_08/s10-s11.pdf","","","","","","","","","","","","","","","teaching-library, web2.0, projektarbeit, bibliothek2.0","",""
1,"","Tan07","Tan, Jin","Bibliotheken in Second Life. Diplomarbeit, Studiengang: Bibliothek, Fachhochschule Potsdam","",,,"","",2007,"","","http://eprints.rclis.org/11545/1/Bibliotheken_in_Second_Life.pdf","","","","","","","","","","","","","","","Tan","",""
9,"","schneider1994friedrich","Schneider, Ute","Friedrich Nicolais Allgemeine Deutsche Bibliothek als Integrationsmedium der Gelehrtenrepublik","",,,"","",1994,"","","","","","","","","","","","","","Uni Mainz","","","","Bildende_Kunst_allgemein, Künste, Museumswissenschaft, Wissenschaft_und_Kultur_allgemein, Allgemeines, Allgemeine_Sammelwerke, Deutsche_Sprach_und_Literaturwissenschaft, dnb, fortlaufende_Sammelwerke, Zeitschriften, Wissenschaft, Publizistik, Organisationen","",""
9,"","reimann2002sinngehalt","Reimann, Christian","Vom Sinngehalt der Bibliothek im fürstlichen Landhaus zu Wörlitz","",,,"","",2002,"","","","","","","","","","","","","","FU Berlin","","","","Architektur, dnb","",""
9,"","reimann2002sinngehalt","Reimann, Christian","Vom Sinngehalt der Bibliothek im fürstlichen Landhaus zu Wörlitz","",,,"","",2002,"","","","","","","","","","","","","","FU Berlin","","","","Architektur, dnb, Malerei","",""
6,"","conf/mc/MazarakisP17","Mazarakis, Athanasios & Peters, Isabella","Facebook und seine Tücken - ein Experiment an einer Bibliothek.","",,,"","321-326",2017,"","","http://dblp.uni-trier.de/db/conf/mc/mc2017.html#MazarakisP17","Mensch & Computer","","","","Burghardt, Manuel; Wimmer, Raphael; Wolff, Christian & Womser-Hacker, Christa","Gesellschaft für Informatik e.V.","","","","","","","","","dblp","",""
1,"","GVK226620980","?","Veröffentlichungen und Dokumente der EU eingegangen in der Bibliothek","",,,"","",1997,"Luxembourg","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+226620980&sourceid=fbw_bibsonomy","","","","","","Amt für Amtliche Veröff. der Europ. Gemeinschaften","","","","","","","","","Wirtschaftsunion, Bibliothekskatalog, Politische_Integration, EU-Staaten","",""
1,"","Pruys:2001","Pruys, Karl H.","Die Bibliothek. 44 B\"ucher, die man gelesen haben muss","",,,"","",2001,"","","","","","","","","Edition Q","","","","","","","","","Kanon","",""
6,"3-922602-21-5","conf/essen/Stephan95","Stephan, Werner","Die Deutsche Bibliothek: The National Archive for Electronic Media?","",20,,"","132-140",1995,"","","http://dblp.uni-trier.de/db/conf/essen/essen95.html#Stephan95","Essen Symposium","","","Veröffentlichungen der Universitäsbibliothek Essen","Helal, Ahmed Hebni & Weiss, Joachim W.","Universitäsbibliothek Essen","","","","","","","","","dblp","",""
7,"","OffizielleWebsite","Meyer, Joachim","Die Benutzerverwaltung der Digitalen Bibliothek MyCoRe in einem Shibboleth und LDAP Umfeld","",,,"","",2006,"","","http://www.mycore.de/documents/uploads/Diplomarbeit_JoachimMeyer.pdf ","","","","","","","","","","","","","","Hier findet ihr eine Diplomarbeit zum Thema „Die Benutzerverwaltung der Digitalen Bibliothek MyCoRe in einem Shibboleth und LDAP Umfeld“. Mir hat es viel gebracht,
diese Arbeit zu lesen, denn viele Details sind wirklich umfassend und anschaulich erklärt.","Shibboleth, fhhdb07","",""
10,"","Hapke.2009c","Hapke, Thomas","Kombinatorisches und Kreatives zum Verh\"altnis von Mathematik und Bibliothek: Combinatorics and creativity in the relation of mathematics and the library: Ein Nachtrag zum Jahr der Mathematik 2008","",,,"","",2009,"Hamburg","","http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:gbv:830-tubdok-5564","","","","","","Techn. Univ. Hamburg-Harburg","","","","","","","","","Kreativit\"at, Bibliothek, Borges;Jorge;Luis, Kombinatorik, Mathematik, Plagiat, Informationskompetenz, /","",""
1,"","Krajewski2002","Krajewski, Markus","Zettelwirtschaft: Die Geburt der Kartei aus dem Geiste der Bibliothek","",4,,"","",2002,"Berlin","","","","","","Copyrights","","Kadmos","","","","","","","","","imported","",""
1,"","Krajewski2002","Krajewski, Markus","Zettelwirtschaft: Die Geburt der Kartei aus dem Geiste der Bibliothek","",4,,"","",2002,"Berlin","","","","","","Copyrights","","Kadmos","","","","","","","","","cataloging, kulturwissenschaft, libraries, zettelkasten, history","",""
1,"","Oskean:1963","Oskian, Hamazasp","Katalog der armenischen Handschriften in der                  Mechitharisten-Bibliothek zu Wien","",,2,"","",1963,"Wien","","","","","","Die armenischen Handschriften in Österreich","","Mechitharisten-Buchdr.","","","Ordo Mechitaristarum Vindobonensis","","","","","","Armenisch, Katalog, Handschriften","",""
1,"","MKZ","Krajewski, Markus","Zettelwirtschaft. Die Geburt der Kartei aus dem Geiste der Bibliothek","",,4,"","",2002,"Berlin","","","","","","Copyrights","","","","","","","","","","","textverarbeitung, mediengeschichte","",""
7,"","journals/nfd/Seadle13","Seadle, Michael","Lehrstuhl Digital Library / Lehrstuhl Digitale Bibliothek / La chaire bibliothèques numériques.","Inf. Wiss. & Praxis",64,2-3,"","107-114",2013,"","","http://dblp.uni-trier.de/db/journals/nfd/nfd64.html#Seadle13","","","","","","","","","","","","","","","dblp","",""
1,"","Taschean:1895","Dashian, Jakowbos W.","Catalog der armenischen Handschriften in der  Mechitharisten-Bibliothek zu Wien","",,1,2,"","",1895,"Wien","","http://s2w.hbz-nrw.de/ulbbn/content/pageview/81737","","","","Haupt-Catalog der armenischen Handschriften","","Mechitharisten-Buchdr.","","","","","","","","","Armenisch, Katalog, Handschriften","",""
9,"","wachsmann1995bibliothek","Wachsmann, Alf","Eine Bibliothek von Basisdiensten für Parallelrechner: Routing, Synchronisation, gemeinsamer Speicher","",,,"","",1995,"","","","","","","","","","","","","","Uni Paderborn","","","","dnb, Datenverarbeitung, Informatik, Wirtschaft","",""
7,"","journals/at/KadenJ14","Kaden, Thomas & Janschek, Klaus","Modelica-Bibliothek für diffraktive Optik zur Modellierung von optomechatronischen Systemen.","Automatisierungstechnik",62,6,"","423-435",2014,"","","http://dblp.uni-trier.de/db/journals/at/at62.html#KadenJ14","","","","","","","","","","","","","","","dblp","",""
1,"978-3-598-11496-0","books/daglib/0004941","Hehl, Hans","Die elektronische Bibliothek - Literatur- und Informationsbeschaffung im Internet (2.Aufl.).","",,,"","1-236",2001,"","","","","","","","","Saur","","","","","","","","","dblp","",""
9,"","droop1930handschriftlichen","Droop, Fritz","Die handschriftlichen Jesuiten-Dramen des Collegii Mannheimensis: (Bibliothek Desbillon 1756)","",,,"","",1930,"","","","","","","","","","","","","","NA Gießen","","","","dnb","",""
1,"","campbell2013bibliothek","","Die Bibliothek - Kulturgeschichte und Architektur von der Antike bis heute","",,,"","",2013,"","","","","","","","Campbell, James W. P.","","","","","","","","","Alm Bibl","Bibliothekswesen","",""
1,"","jaksch2014ausgezeichneten","Jaksch, Ursula","Auf dem Weg zur "Ausgezeichneten Bibliothek" - effizientes Qualitätsmanagement in Bibliotheken","",,,"","",2014,"","","","","","","","","","","","","","","","","Aln Jaksch /BWS","Bibliothekswesen, Qualitätsmanagement","",""
10,"","asendorpf_generation_2008","Asendorpf, Dirk","Generation Google in der Bibliothek. Wer den Weg in die Bücherei scheut, kann sie auch im Internet besuchen. Immer mehr Bücher, Musik, Videos sind digital im Netz ausleihbar","ZEIT ONLINE",,,"Juni","",2008,"","","http://images.zeit.de/text/online/2008/27/online-bibliotheken","","","","","","","","","","","","","","","bibliothek","",""
7,"","keller_fotobestand_2016","Keller, Katrin","Der Fotobestand des Thomas-Mann-Archivs an der ETH-Bibliothek Zürich : Bestandesbeschreibung und Konzeption der Erschliessung und Digitalisierung","Informationswissenschaft: Theorie, Methode und Praxis",4,1,"","243--265",2016,"","","https://bop.unibe.ch/index.php/Test/article/view/2651","","","","","","","","","","","","","Das 1956 an der ETH Zürich gegründete Thomas-Mann-Archiv verfügt über den umfangreichen Nachlass des Schriftstellers Thomas Mann. Nebst Werkmanuskripten und Briefen enthält dieser u.a. auch einen rund 5500 Bilder umfassenden Fotobestand, in dem der „Medienautor“ Thomas Mann bildlich dokumentiert ist. Der Zugang und die Nutzungsmöglichkeiten der Fotosammlung sind heute nicht mehr zeitgemäss; hinzu kommt eine konservatorische Situation, die aus Sicht der Bestandeserhaltung und der Sicherheit einer Verbesserung bedarf. Das Thomas-Mann-Archiv strebt aus diesen Gründen die elektronische Erfassung der vorhandenen Metadaten, die Digitalisierung der Fotografien sowie deren Präsentation auf einer geeigneten Bildplattform an.Die Masterarbeit stellt für dieses Projekt eine Art Vorstudie dar. Der erste Teil der Arbeit leistet eine Beschreibung der aktuellen Ausgangslage, wobei auf die Person Thomas Manns und die Bedeutung der Fotografie für diesen, die Geschichte des Thomas-Mann-Archivs sowie auf Entstehung, Inhalt, Umfang, physischen Zustand und Zugänglichkeit der Fotosammlung eingegangen wird. Der zweite Teil beschäftigt sich mit der Konzeption der angestrebten elektronischen Erschliessung und Digitalisierung. Dabei wird zum einen der für das Projekt relevante institutionelle Rahmen, d.h. die ETH-Bibliothek und im Speziellen das dieser angehörende Bildarchiv mit seiner Infrastruktur (Bildverwaltungssoftware Cumulus/E-Pics) beschrieben; zum andern werden die Anforderungen des Thomas-Mann-Archivs an die Erschliessung und die zukünftige Nutzung der Fotosammlung erarbeitet. Insbesondere werden dabei die Strukturierung des Bestandes, die inhaltliche und formale Erschliessung, Suchmöglichkeiten sowie rechtliche und Zugriffsfragen thematisiert.In der Diskussion von Rahmenbedingungen und Anforderungen wird eine grundlegende Problematik im Umgang mit Bildern deutlich: Ein Bild ist nie blosse Illustration, sondern steht immer in einem Kontext und hat einen Entstehungszusammenhang. Das Präsentationsinstrument muss nebst dem Angebot bedienerfreundlicher Such- und Anzeigeformen auch diesen Zusammenhängen Rechnung tragen und sie abbilden können. Um ein Optimum an Bildbeschreibung und Kontextualisierung zu erreichen, sollen die Metadaten darum auch als hierarchisch strukturierten Bestand im vom Thomas-Mann-Archiv für die Archivalien eingesetzten Archivinformationssystem abgebildet werden.","","bilder, inhaltserschliessung","",""
1,"","christoph_conrad_geschichte_1994","Conrad, Christoph & Kessel, Martina","Geschichte schreiben in der Postmoderne - Beiträge zur aktuellen Diskussion","",,9318,"","",1994,"Stuttgart","","","","","","Reclams {Universal-Bibliothek}","","Reclam","","","","","","","","","Geschichtswissenschaft-Theorie","",""
3,"","Fuchs2001","","Organisationsinformatik und Digitale Bibliothek in       der Wissenschaft: Wissenschaftsforschung Jahrbuch 2000","",,,"","",2001,"Berlin","\url{http://www.wissenschaftsforschung.de/assjb.htm}
       -- gepr{\"u}ft: 30.~Mai~2002","","","","","","Fuchs-Kittowski, Klaus; Parthey, Heinrich; Umst{\"a}tter, Walther & Wagner-D{\"o}bler, Roland","Gesellschaft f{\"u}r Wissenschaftsforschung (GeWiF)","","","","","","","","","imported","",""
1,"","Oskean:1963","Oskean, Hamazasp","Katalog der armenischen Handschriften in der Mechitharisten-Bibliothek zu Wien","",,2,"","",1963,"Wien","","","","","","Die armenischen Handschriften in Österreich","","Mechitharisten-Buchdr.","","","Ordo Mechitaristarum Vindobonensis","","","","","","Armenisch","",""
9,"","schneidler1979septemberbibel","Schneidler, Herbert","Die Septemberbibel Nikolaus Glockendons (1522 - 1524): (Wolfenbüttel, Herzog-August-Bibliothek)","",,,"","",1979,"","","","","","","","","","","","","","Uni München","","","","Verlagswesen, Allgemeines, Nachrichtenmedien, Buch_und_Schrift, seltene_Bücher, dnb, Bibliotheks_und_Informationswissenschaft, Wissenschaft, Bildende_Kunst, Journalismus, Kunstgewerbe, Handschriften","",""
1,"978-3-519-02963-2","books/daglib/0068124","Köckler, Norbert","Numerische Algorithmen in Softwaresystemen - unter besonderer Berücksichtigung der NAG-Bibliothek.","",,,"","I-XIV, 1-394",1990,"","","","","","","","","Teubner","","","","","","","","","dblp","",""
1,"","kulzer2014bibliothek","Kulzer, Gudrun","Bibliothek der dritten Lebensphase : Angebote für die Zielgruppe der Älteren","",,,"","",2014,"","","","","","","","","","","","","","","","","Alo Kulz /BWS","senioren, Bibliothekswesen","",""
9,"978-3-931466-05-3","phd/dnb/Wachsmann95","Wachsmann, Alf","Eine Bibliothek von Basisdiensten für Parallelrechner: Routing, Synchronisation, gemeinsamer Speicher.","",,,"","1-116",1995,"","","","","","","","","","","","","","University of Paderborn, Germany","","","","dblp","",""
1,"3-931659-29-1","krajewski2002zettelwirtschaft","Krajewski, Markus","Zettelwirtschaft : die Geburt der Kartei aus dem Geiste der Bibliothek","",,,"","",2002,"Berlin","","http://katalog.ub.uni-rostock.de/DB=1/PPNSET?PPN=338483810","","","","Copyrights ; 4","","Kulturverl. Kadmos","","","","","","","","Regional Katalog Rostock - results/titledata","Medienwissenschaft","",""
10,"","Franklin.1926","Franklin, Burt","Katalog der Carl Menger-Bibliothek in der Handels-Universit\"at Tokio","",,0,"","",1926,"","","","","","","","","","","","","","","","","","imported","",""
7,"","Vo_001","Hahn, Matthias","Katalogerweiterungen, Mashups und Elemente der "Bibliothek 2.0" in der Praxis","Bibliotheksdienst",43,1,"Februar","20-38",2009,"","","","","","","","","","","","","","","","","","enrichment, 2.0, catalogue","",""
7,"","journals/pik/SchumannR09","Schumann, Matthias & Rienhoff, Otto","Das Projekt Gö*: Integriertes Informationsmanagement von Universität, Medizin und Bibliothek.","Praxis der Informationsverarbeitung und Kommunikation",32,1,"","24-28",2009,"","","http://dblp.uni-trier.de/db/journals/pik/pik32.html#SchumannR09","","","","","","","","","","","","","","","dblp","",""
9,"","kupfer1922literarische","Kupfer, Margarete","Die literarische Kritik in Nicolais Allgemeiner deutscher Bibliothek (1765-1794)","",,,"","",1922,"","","","","","","","","","","","","","NA Leipzig","","","","dnb","",""
9,"","buhler2000leiche","Bühler, Patrick","Die Leiche in der Bibliothek: Friedrich Glauser und der Detektivroman","",,,"","",2000,"","","","","","","","","","","","","","HU Berlin","","","","Deutsche_Sprach_und_Literaturwissenschaft, dnb, Deutsche_Literatur, Deutsch","",""
9,"","verch2005sonntags","Verch, Ulrike","Sonntags in die Bibliothek!: die Wiederbelebung des Bibliothekssonntags in Deutschland","",,,"","",2005,"","","","","","","","","","","","","","HU Berlin","","","","dnb, Recht, Bibliotheks_und_Informationswissenschaft","",""
9,"","schmidt2012oligosaccharidbasierte","Schmidt, Alexandra","Oligosaccharid-basierte Tenside - Synthese und Analytik einer Bibliothek von Glykolipiden","",,,"","",2012,"","","","","","","","","","","","","","Uni Düsseldorf","","","","Chemie, dnb","",""
7,"","journals/ife/Summann98","Summann, Friedrich","Das Internet-basierte Bibliotheksinformationssystem in der Bibliothek der Universität Bielefeld.","Inform., Forsch. Entwickl.",13,3,"","139-146",1998,"","","http://dblp.uni-trier.de/db/journals/ife/ife13.html#Summann98","","","","","","","","","","","","","","dblp","dblp","",""
7,"","heinz_2000","Heinz, Michael & Voigt, Helmut","Aufbau einer Suchmaschine für ein Forschungsinstitut - Aufgabe für die Bibliothek?. ","Nachrichten für Dokumentation",51,6,"","335-341",2000,"","","","","","","","","","","","","","","","","","software, suchmaschine, vergleich, internet","",""
7,"","hahn2009","Hahn, Matthias Schulze Ulrich","Katalogerweiterungen, Mashups und Elemente der „Bibliothek 2.0“ in der Praxis","Bibliotheksdienst ",43,1,"","20-38",2009,"","","http://www.zlb.de/aktivitaeten/bd_neu/heftinhalte2009/Erschliessung010109.pdf","","","","","","","","","","","","","","","katalog, web2.0, bibliothek2.0","",""
1,"","Taschean:1895","Tašean, Jakowbos W.","Catalog der armenischen Handschriften in der Mechitharisten-Bibliothek zu Wien","",,1,2,"","",1895,"Wien","","","","","","Haupt-Catalog der armenischen Handschriften","","Mechitharisten-Buchdr.","","","","","","","","","Armenisch","",""
7,""," Gusik\_Die\_spezifischen\_Probleme\_eine\_","Gusik, Antonius","Die spezifischen Probleme einer kleinen Bibliothek, die Internet anbieten will","Internet",,,"","",n/a,"","","","","","","","","","","Artikel","","","","","","Datensatz exportiert aus der DigiBib (www.digibib.net)","digibib_export","",""
9,"","theuer1984blaue","Theuer, Jürgen","Die Blaue Bibliothek aller Nationen, ein Beitrag zur europäischen Märchentradition","",,,"","",1984,"","","","","","","","","","","","","","Uni Wuppertal","","","","Englische_Literatur, Literatur_in_anderen_Sprachen, Literaturwissenschaften, Italienische, Englische_Literatur_Amerikas, Lateinische_Literatur, Linguistik, Sprache, Französische_Literatur, Rhetorik, Spanische_und_portugiesische_Literatur, rätoromänische_Literatur, dnb, Allgemeine_und_Verleichende_Sprach_und_Literaturwissenschaft, Deutsche_Literatur, rumänische, Literatur_in_anderen_germanischen_Sprachen, Griechische_Literatur, Literatur, Literaturwissenschaft","",""
9,"","voigt2006prinscyclisierung","Voigt, Tobias","Prins-Cyclisierung an fester Phase: kombinatorische Synthese einer Tetrahydropyran-Bibliothek","",,,"","",2006,"","","","","","","","","","","","","","TU Dortmund","","","","Chemie, dnb","",""
9,"","schneidler1979septemberbibel","Schneidler, Herbert","Die Septemberbibel Nikolaus Glockendons (1522 - 1524): (Wolfenbüttel, Herzog-August-Bibliothek)","",,,"","",1979,"","","","","","","","","","","","","","Uni München","","","","Buch_und_Schrift, dnb","",""
